sim_time,unit_id,x,y,battery,state
18.6,U03,145.885,-145.961,97.57,patrullando
18.7,U01,-207.814,20.803,95.34,patrullando
18.7,U02,-7.692,3.423,95.66,recargando
18.7,U03,147.306,-147.368,97.51,patrullando
18.8,U01,-208.666,18.994,95.26,patrullando
18.8,U02,-7.692,3.423,96.26,recargando
18.8,U03,149.572,-142.617,97.45,patrullando
18.9,U01,-209.517,17.184,95.18,patrullando
18.9,U02,-7.692,3.423,96.86,recargando
18.9,U03,151.839,-137.866,97.39,patrullando
19.0,U01,-210.368,15.374,95.11,patrullando
19.0,U02,-7.692,3.423,97.46,recargando
19.0,U03,154.105,-133.115,97.32,patrullando
19.1,U01,-211.219,13.564,95.03,patrullando
19.1,U02,-7.692,3.423,98.06,recargando
19.1,U03,156.371,-128.364,97.26,patrullando
19.2,U01,-212.071,11.755,94.95,batería baja
19.2,U02,-7.692,3.423,98.66,recargando
19.2,U03,158.637,-123.613,97.2,patrullando
19.3,U01,-205.075,11.367,94.87,regresando a base
19.3,U02,-7.692,3.423,99.26,recargando
19.3,U03,160.903,-118.862,97.14,patrullando
19.4,U01,-198.079,10.979,94.79,regresando a base
19.4,U02,-7.692,3.423,99.86,recargando
19.4,U03,163.17,-114.111,97.07,patrullando
19.5,U01,-191.083,10.591,94.7,regresando a base
19.5,U02,-7.692,3.423,99.98,patrullando
19.5,U03,165.436,-109.36,97.01,patrullando
19.6,U01,-184.087,10.203,94.62,regresando a base
19.6,U02,-10.75,3.373,99.93,patrullando
19.6,U03,167.702,-104.609,96.95,patrullando
19.7,U01,-177.091,9.816,94.54,regresando a base
19.7,U02,-13.809,3.324,99.88,patrullando
19.7,U03,169.968,-99.858,96.88,patrullando
19.8,U01,-170.096,9.428,94.46,regresando a base
19.8,U02,-16.867,3.274,99.84,patrullando
19.8,U03,172.234,-95.107,96.82,patrullando
19.9,U01,-163.1,9.04,94.37,regresando a base
19.9,U02,-19.925,3.224,99.79,patrullando
19.9,U03,174.501,-90.356,96.76,patrullando
20.0,U01,-156.104,8.652,94.29,regresando a base
20.0,U02,-22.984,3.174,99.74,patrullando
20.0,U03,176.767,-85.605,96.7,patrullando
20.1,U01,-149.108,8.265,94.21,regresando a base
20.1,U02,-26.042,3.124,99.69,patrullando
20.1,U03,179.033,-80.854,96.63,patrullando
20.2,U01,-142.112,7.877,94.12,regresando a base
20.2,U02,-29.1,3.074,99.65,patrullando
20.2,U03,181.299,-76.103,96.57,patrullando
20.3,U01,-135.116,7.489,94.04,regresando a base
20.3,U02,-32.158,3.024,99.6,patrullando
20.3,U03,183.565,-71.352,96.51,patrullando
20.4,U01,-128.12,7.101,93.96,regresando a base
20.4,U02,-35.217,2.974,99.55,patrullando
20.4,U03,185.832,-66.601,96.44,patrullando
20.5,U01,-121.125,6.714,93.87,regresando a base
20.5,U02,-38.275,2.925,99.5,patrullando
20.5,U03,188.098,-61.85,96.38,patrullando
20.6,U01,-114.129,6.326,93.79,regresando a base
20.6,U02,-41.333,2.875,99.46,patrullando
20.6,U03,190.364,-57.099,96.32,patrullando
20.7,U01,-107.133,5.938,93.71,regresando a base
20.7,U02,-44.391,2.825,99.41,patrullando
20.7,U03,192.63,-52.348,96.26,patrullando
20.8,U01,-100.137,5.55,93.63,regresando a base
20.8,U02,-47.45,2.775,99.36,patrullando
20.8,U03,194.753,-47.899,96.19,patrullando
20.9,U01,-93.141,5.163,93.54,regresando a base
20.9,U02,-50.508,2.725,99.31,patrullando
20.9,U03,196.695,-43.827,96.13,patrullando
21.0,U01,-86.466,4.795,93.46,regresando a base
21.0,U02,-53.246,2.655,99.27,patrullando
21.0,U03,198.472,-40.102,96.07,patrullando
21.1,U01,-80.353,4.476,93.38,regresando a base
21.1,U02,-55.421,2.536,99.22,patrullando
21.1,U03,200.098,-36.693,96.01,patrullando
21.2,U01,-74.888,4.241,93.29,regresando a base
21.2,U02,-57.115,2.343,99.17,patrullando
21.2,U03,201.585,-33.574,95.94,patrullando
21.3,U01,-70.261,4.211,93.21,regresando a base
21.3,U02,-58.434,1.968,99.12,patrullando
21.3,U03,202.947,-30.721,95.88,patrullando
21.4,U01,-66.0,5.029,93.13,regresando a base
21.4,U02,-59.781,0.755,99.08,patrullando
21.4,U03,204.192,-28.109,95.82,patrullando
21.5,U01,-59.316,6.295,93.05,regresando a base
21.5,U02,-63.914,-0.954,99.03,patrullando
21.5,U03,205.332,-25.72,95.75,patrullando
21.6,U01,-53.019,6.421,92.96,regresando a base
21.6,U02,-68.228,-1.596,98.98,patrullando
21.6,U03,206.375,-23.534,95.69,patrullando
21.7,U01,-47.712,6.137,92.88,regresando a base
21.7,U02,-72.087,-1.825,98.93,patrullando
21.7,U03,207.329,-21.533,95.63,patrullando
21.8,U01,-43.326,5.693,92.8,regresando a base
21.8,U02,-75.476,-1.864,98.89,patrullando
21.8,U03,208.202,-19.703,95.57,patrullando
21.9,U01,-39.643,5.209,92.71,regresando a base
21.9,U02,-78.534,-1.824,98.84,patrullando
21.9,U03,209.063,-17.898,95.5,patrullando
22.0,U01,-36.274,4.767,92.63,regresando a base
22.0,U02,-81.592,-1.784,98.79,patrullando
22.0,U03,209.924,-16.093,95.44,patrullando
22.1,U01,-33.19,4.361,92.55,regresando a base
22.1,U02,-84.651,-1.744,98.74,patrullando
22.1,U03,210.785,-14.288,95.38,patrullando
22.2,U01,-30.369,3.991,92.47,regresando a base
22.2,U02,-87.709,-1.704,98.7,patrullando
22.2,U03,211.646,-12.482,95.32,patrullando
22.3,U01,-27.788,3.651,92.38,regresando a base
22.3,U02,-90.768,-1.664,98.65,patrullando
22.3,U03,212.507,-10.677,95.25,patrullando
22.4,U01,-25.426,3.341,92.3,regresando a base
22.4,U02,-93.826,-1.624,98.6,patrullando
22.4,U03,213.368,-8.872,95.19,patrullando
22.5,U01,-23.265,3.057,92.22,regresando a base
22.5,U02,-96.885,-1.584,98.55,patrullando
22.5,U03,211.56,-3.928,95.13,patrullando
22.6,U01,-21.282,2.797,92.14,regresando a base
22.6,U02,-99.943,-1.543,98.51,patrullando
22.6,U03,209.753,1.015,95.06,patrullando
22.7,U01,-19.299,2.536,92.05,regresando a base
22.7,U02,-103.001,-1.503,98.46,patrullando
22.7,U03,207.945,5.959,95.0,batería baja
22.8,U01,-17.316,2.275,91.97,regresando a base
22.8,U02,-106.06,-1.463,98.41,patrullando
22.8,U03,202.684,5.808,94.93,regresando a base
22.9,U01,-15.333,2.015,91.89,regresando a base
22.9,U02,-109.118,-1.423,98.36,patrullando
22.9,U03,197.422,5.658,94.86,regresando a base
23.0,U01,-13.35,1.754,91.81,regresando a base
23.0,U02,-112.177,-1.383,98.32,patrullando
23.0,U03,192.16,5.507,94.79,regresando a base
23.1,U01,-11.367,1.494,91.72,regresando a base
23.1,U02,-115.235,-1.343,98.27,patrullando
23.1,U03,186.899,5.356,94.73,regresando a base
23.2,U01,-9.384,1.233,91.64,recargando
23.2,U02,-118.293,-1.303,98.22,patrullando
23.2,U03,181.637,5.205,94.66,regresando a base
23.3,U01,-9.384,1.233,92.24,recargando
23.3,U02,-121.352,-1.263,98.17,patrullando
23.3,U03,176.375,5.054,94.59,regresando a base
23.4,U01,-9.384,1.233,92.84,recargando
23.4,U02,-124.41,-1.222,98.13,patrullando
23.4,U03,171.114,4.904,94.52,regresando a base
23.5,U01,-9.384,1.233,93.44,recargando
23.5,U02,-127.469,-1.182,98.08,patrullando
23.5,U03,165.852,4.753,94.46,regresando a base
23.6,U01,-9.384,1.233,94.04,recargando
23.6,U02,-130.527,-1.142,98.03,patrullando
23.6,U03,160.59,4.602,94.39,regresando a base
23.7,U01,-9.384,1.233,94.64,recargando
23.7,U02,-133.586,-1.102,97.98,patrullando
23.7,U03,155.329,4.451,94.32,regresando a base
23.8,U01,-9.384,1.233,95.24,recargando
23.8,U02,-136.644,-1.062,97.94,patrullando
23.8,U03,150.067,4.3,94.26,regresando a base
23.9,U01,-9.384,1.233,95.84,recargando
23.9,U02,-139.702,-1.022,97.89,patrullando
23.9,U03,144.805,4.15,94.19,regresando a base
24.0,U01,-9.384,1.233,96.44,recargando
24.0,U02,-142.761,-0.982,97.84,patrullando
24.0,U03,139.544,3.999,94.12,regresando a base
24.1,U01,-9.384,1.233,97.04,recargando
24.1,U02,-145.819,-0.942,97.79,patrullando
24.1,U03,134.282,3.848,94.05,regresando a base
24.2,U01,-9.384,1.233,97.64,recargando
24.2,U02,-148.878,-0.902,97.75,patrullando
24.2,U03,129.021,3.697,93.99,regresando a base
24.3,U01,-9.384,1.233,98.24,recargando
24.3,U02,-151.936,-0.861,97.7,patrullando
24.3,U03,123.759,3.547,93.92,regresando a base
24.4,U01,-9.384,1.233,98.84,recargando
24.4,U02,-154.994,-0.821,97.65,patrullando
24.4,U03,118.497,3.396,93.85,regresando a base
24.5,U01,-9.384,1.233,99.44,recargando
24.5,U02,-158.053,-0.781,97.6,patrullando
24.5,U03,113.236,3.245,93.78,regresando a base
24.6,U01,-9.384,1.233,99.98,patrullando
24.6,U02,-161.111,-0.741,97.56,patrullando
24.6,U03,107.974,3.094,93.72,regresando a base
24.7,U01,-16.39,1.192,99.9,patrullando
24.7,U02,-164.17,-0.701,97.51,patrullando
24.7,U03,102.712,2.943,93.65,regresando a base
24.8,U01,-23.397,1.15,99.81,patrullando
24.8,U02,-167.228,-0.661,97.46,patrullando
24.8,U03,97.451,2.793,93.58,regresando a base
24.9,U01,-30.403,1.109,99.73,patrullando
24.9,U02,-170.287,-0.621,97.41,patrullando
24.9,U03,92.189,2.642,93.51,regresando a base
25.0,U01,-37.41,1.067,99.65,patrullando
25.0,U02,-173.345,-0.581,97.37,patrullando
25.0,U03,86.927,2.491,93.45,regresando a base
25.1,U01,-44.416,1.026,99.56,patrullando
25.1,U02,-176.403,-0.54,97.32,patrullando
25.1,U03,81.666,2.34,93.38,regresando a base
25.2,U01,-51.423,0.984,99.48,patrullando
25.2,U02,-179.462,-0.5,97.27,patrullando
25.2,U03,76.404,2.19,93.31,regresando a base
25.3,U01,-58.429,0.943,99.4,patrullando
25.3,U02,-182.52,-0.46,97.22,patrullando
25.3,U03,71.142,2.039,93.24,regresando a base
25.4,U01,-65.436,0.901,99.32,patrullando
25.4,U02,-185.502,-0.421,97.18,patrullando
25.4,U03,65.881,1.888,93.18,regresando a base
25.5,U01,-72.442,0.86,99.23,patrullando
25.5,U02,-188.23,-0.385,97.13,patrullando
25.5,U03,60.619,1.737,93.11,regresando a base
25.6,U01,-79.449,0.818,99.15,patrullando
25.6,U02,-190.727,-0.353,97.08,patrullando
25.6,U03,55.466,1.589,93.04,regresando a base
25.7,U01,-86.455,0.777,99.07,patrullando
25.7,U02,-193.011,-0.323,97.03,patrullando
25.7,U03,50.752,1.454,92.98,regresando a base
25.8,U01,-93.462,0.735,98.98,patrullando
25.8,U02,-195.101,-0.295,96.99,patrullando
25.8,U03,46.438,1.331,92.91,regresando a base
25.9,U01,-100.468,0.694,98.9,patrullando
25.9,U02,-197.101,-0.269,96.94,patrullando
25.9,U03,42.491,1.218,92.84,regresando a base
26.0,U01,-107.475,0.652,98.82,patrullando
26.0,U02,-199.101,-0.243,96.89,patrullando
26.0,U03,38.879,1.114,92.77,regresando a base
26.1,U01,-114.481,0.611,98.73,patrullando
26.1,U02,-201.1,-0.216,96.84,patrullando
26.1,U03,35.574,1.019,92.71,regresando a base
26.2,U01,-121.488,0.569,98.65,patrullando
26.2,U02,-203.1,-0.19,96.8,patrullando
26.2,U03,32.55,0.933,92.64,regresando a base
26.3,U01,-128.494,0.528,98.57,patrullando
26.3,U02,-205.1,-0.164,96.75,patrullando
26.3,U03,29.784,0.854,92.57,regresando a base
26.4,U01,-135.5,0.486,98.48,patrullando
26.4,U02,-207.1,-0.138,96.7,patrullando
26.4,U03,27.252,0.781,92.5,regresando a base
26.5,U01,-142.479,0.445,98.4,patrullando
26.5,U02,-209.1,-0.112,96.65,patrullando
26.5,U03,24.936,0.715,92.44,regresando a base
26.6,U01,-148.864,0.407,98.32,patrullando
26.6,U02,-208.066,-2.99,96.61,patrullando
26.6,U03,22.816,0.654,92.37,regresando a base
26.7,U01,-154.707,0.372,98.24,patrullando
26.7,U02,-207.032,-5.869,96.56,patrullando
26.7,U03,20.817,0.597,92.3,regresando a base
26.8,U01,-160.053,0.341,98.15,patrullando
26.8,U02,-205.998,-8.747,96.52,patrullando
26.8,U03,18.818,0.539,92.23,regresando a base
26.9,U01,-164.944,0.312,98.07,patrullando
26.9,U02,-204.964,-11.626,96.47,patrullando
26.9,U03,16.819,0.482,92.17,regresando a base
27.0,U01,-169.395,0.296,97.99,patrullando
27.0,U02,-203.955,-14.515,96.42,patrullando
27.0,U03,14.819,0.425,92.1,regresando a base
27.1,U01,-173.303,0.384,97.9,patrullando
27.1,U02,-203.109,-17.507,96.38,patrullando
27.1,U03,12.82,0.367,92.03,regresando a base
27.2,U01,-176.814,0.563,97.82,patrullando
27.2,U02,-202.325,-20.595,96.33,patrullando
27.2,U03,10.821,0.31,91.97,regresando a base
27.3,U01,-180.038,0.792,97.74,patrullando
27.3,U02,-201.522,-23.746,96.29,patrullando
27.3,U03,8.822,0.253,91.9,recargando
27.4,U01,-183.05,1.012,97.65,patrullando
27.4,U02,-200.652,-26.906,96.24,patrullando
27.4,U03,8.822,0.253,92.5,recargando
27.5,U01,-185.879,1.169,97.57,patrullando
27.5,U02,-199.701,-30.019,96.19,patrullando
27.5,U03,8.822,0.253,93.1,recargando
27.6,U01,-188.531,1.218,97.49,patrullando
27.6,U02,-198.684,-33.036,96.15,patrullando
27.6,U03,8.822,0.253,93.7,recargando
27.7,U01,-190.998,1.138,97.41,patrullando
27.7,U02,-197.624,-35.927,96.1,patrullando
27.7,U03,8.822,0.253,94.3,recargando
27.8,U01,-193.259,1.041,97.32,patrullando
27.8,U02,-196.56,-38.795,96.06,patrullando
27.8,U03,8.822,0.253,94.9,recargando
27.9,U01,-195.328,0.953,97.24,patrullando
27.9,U02,-195.496,-41.662,96.01,patrullando
27.9,U03,8.822,0.253,95.5,recargando
28.0,U01,-197.326,0.867,97.16,patrullando
28.0,U02,-194.432,-44.53,95.97,patrullando
28.0,U03,8.822,0.253,96.1,recargando
28.1,U01,-199.324,0.782,97.07,patrullando
28.1,U02,-193.368,-47.398,95.92,patrullando
28.1,U03,8.822,0.253,96.7,recargando
28.2,U01,-201.323,0.696,96.99,patrullando
28.2,U02,-192.304,-50.265,95.87,patrullando
28.2,U03,8.822,0.253,97.3,recargando
28.3,U01,-203.321,0.611,96.91,patrullando
28.3,U02,-191.24,-53.133,95.83,patrullando
28.3,U03,8.822,0.253,97.9,recargando
28.4,U01,-205.319,0.525,96.82,patrullando
28.4,U02,-190.177,-56.001,95.78,patrullando
28.4,U03,8.822,0.253,98.5,recargando
28.5,U01,-207.317,0.44,96.74,patrullando
28.5,U02,-189.113,-58.868,95.74,patrullando
28.5,U03,8.822,0.253,99.1,recargando
28.6,U01,-209.315,0.354,96.66,patrullando
28.6,U02,-188.049,-61.736,95.69,patrullando
28.6,U03,8.822,0.253,99.7,recargando
28.7,U01,-206.945,-6.239,96.58,patrullando
28.7,U02,-186.985,-64.604,95.64,patrullando
28.7,U03,8.822,0.253,99.98,patrullando
28.8,U01,-204.574,-12.832,96.5,patrullando
28.8,U02,-185.921,-67.471,95.6,patrullando
28.8,U03,12.436,4.08,99.93,patrullando
28.9,U01,-202.203,-19.426,96.42,patrullando
28.9,U02,-184.857,-70.339,95.55,patrullando
28.9,U03,16.049,7.907,99.87,patrullando
29.0,U01,-199.833,-26.019,96.34,patrullando
29.0,U02,-183.793,-73.207,95.51,patrullando
29.0,U03,19.663,11.735,99.82,patrullando
29.1,U01,-197.462,-32.613,96.26,patrullando
29.1,U02,-182.729,-76.074,95.46,patrullando
29.1,U03,23.277,15.562,99.76,patrullando
29.2,U01,-195.092,-39.206,96.18,patrullando
29.2,U02,-181.665,-78.942,95.42,patrullando
29.2,U03,26.891,19.389,99.71,patrullando
29.3,U01,-192.721,-45.799,96.1,patrullando
29.3,U02,-180.601,-81.81,95.37,patrullando
29.3,U03,30.505,23.217,99.65,patrullando
29.4,U01,-190.426,-52.168,96.02,patrullando
29.4,U02,-179.462,-84.902,95.32,patrullando
29.4,U03,34.118,27.044,99.6,patrullando
29.5,U01,-188.196,-58.338,95.94,patrullando
29.5,U02,-178.257,-88.193,95.28,patrullando
29.5,U03,37.732,30.871,99.54,patrullando
29.6,U01,-186.024,-64.335,95.86,patrullando
29.6,U02,-176.994,-91.657,95.23,patrullando
29.6,U03,41.346,34.698,99.49,patrullando
29.7,U01,-183.902,-70.178,95.79,patrullando
29.7,U02,-175.682,-95.275,95.19,patrullando
29.7,U03,44.96,38.526,99.44,patrullando
29.8,U01,-181.822,-75.886,95.71,patrullando
29.8,U02,-174.328,-99.029,95.14,patrullando
29.8,U03,48.574,42.353,99.38,patrullando
29.9,U01,-179.779,-81.474,95.63,patrullando
29.9,U02,-172.937,-102.901,95.09,patrullando
29.9,U03,52.187,46.18,99.33,patrullando
30.0,U01,-177.919,-86.541,95.55,patrullando
30.0,U02,-171.523,-106.853,95.05,patrullando
30.0,U03,55.801,50.008,99.27,patrullando
30.1,U01,-176.226,-91.134,95.47,patrullando
30.1,U02,-170.096,-110.846,95.0,patrullando
30.1,U03,59.415,53.835,99.22,patrullando
30.2,U01,-174.677,-95.321,95.39,patrullando
30.2,U02,-168.664,-114.852,94.96,batería baja
30.2,U03,63.029,57.662,99.16,patrullando
30.3,U01,-173.566,-99.051,95.31,patrullando
30.3,U02,-165.478,-114.377,94.91,regresando a base
30.3,U03,66.643,61.49,99.11,patrullando
30.4,U01,-172.968,-102.634,95.23,patrullando
30.4,U02,-161.886,-113.714,94.87,regresando a base
30.4,U03,70.256,65.317,99.05,patrullando
30.5,U01,-172.733,-106.413,95.15,patrullando
30.5,U02,-157.995,-112.533,94.83,regresando a base
30.5,U03,73.87,69.144,99.0,patrullando
30.6,U01,-172.471,-110.419,95.07,patrullando
30.6,U02,-154.161,-110.785,94.79,regresando a base
30.6,U03,77.484,72.971,98.95,patrullando
30.7,U01,-171.94,-114.392,94.99,batería baja
30.7,U02,-150.627,-108.72,94.74,regresando a base
30.7,U03,81.098,76.799,98.89,patrullando
30.8,U01,-167.265,-110.742,94.92,regresando a base
30.8,U02,-146.988,-106.699,94.7,regresando a base
30.8,U03,84.712,80.626,98.84,patrullando
30.9,U01,-162.673,-107.02,94.85,regresando a base
30.9,U02,-143.263,-104.757,94.66,regresando a base
30.9,U03,88.325,84.453,98.78,patrullando
31.0,U01,-158.138,-103.187,94.78,regresando a base
31.0,U02,-139.476,-102.934,94.62,regresando a base
31.0,U03,91.939,88.281,98.73,patrullando
31.1,U01,-153.62,-99.202,94.7,regresando a base
31.1,U02,-135.665,-101.273,94.58,regresando a base
31.1,U03,95.553,92.108,98.67,patrullando
31.2,U01,-149.059,-95.032,94.63,regresando a base
31.2,U02,-131.889,-99.812,94.53,regresando a base
31.2,U03,99.167,95.935,98.62,patrullando
31.3,U01,-144.377,-90.666,94.56,regresando a base
31.3,U02,-128.224,-98.566,94.49,regresando a base
31.3,U03,102.781,99.763,98.56,patrullando
31.4,U01,-139.489,-86.132,94.48,regresando a base
31.4,U02,-124.753,-97.51,94.45,regresando a base
31.4,U03,106.394,103.59,98.51,patrullando
31.5,U01,-134.332,-81.503,94.41,regresando a base
31.5,U02,-121.538,-96.574,94.41,regresando a base
31.5,U03,110.008,107.417,98.46,patrullando
31.6,U01,-128.885,-76.877,94.34,regresando a base
31.6,U02,-118.601,-95.663,94.37,regresando a base
31.6,U03,113.622,111.244,98.4,patrullando
31.7,U01,-123.173,-72.347,94.26,regresando a base
31.7,U02,-115.914,-94.683,94.33,regresando a base
31.7,U03,117.043,114.867,98.35,patrullando
31.8,U01,-117.254,-67.98,94.19,regresando a base
31.8,U02,-113.423,-93.566,94.28,regresando a base
31.8,U03,120.173,118.182,98.29,patrullando
31.9,U01,-111.196,-63.815,94.11,regresando a base
31.9,U02,-111.06,-92.271,94.24,regresando a base
31.9,U03,123.037,121.215,98.24,patrullando
32.0,U01,-105.063,-59.863,94.04,regresando a base
32.0,U02,-108.763,-90.781,94.2,regresando a base
32.0,U03,125.657,123.991,98.18,patrullando
32.1,U01,-98.912,-56.118,93.96,regresando a base
32.1,U02,-106.478,-89.097,94.16,regresando a base
32.1,U03,128.055,126.53,98.13,patrullando
32.2,U01,-92.786,-52.562,93.89,regresando a base
32.2,U02,-104.165,-87.232,94.12,regresando a base
32.2,U03,130.249,128.854,98.07,patrullando
32.3,U01,-86.689,-49.109,93.81,regresando a base
32.3,U02,-101.82,-85.268,94.08,regresando a base
32.3,U03,132.257,130.98,98.02,patrullando
32.4,U01,-80.593,-45.655,93.74,regresando a base
32.4,U02,-99.475,-83.305,94.04,regresando a base
32.4,U03,134.093,132.925,97.97,patrullando
32.5,U01,-74.497,-42.202,93.66,regresando a base
32.5,U02,-97.13,-81.341,94.0,regresando a base
32.5,U03,135.774,134.705,97.91,patrullando
32.6,U01,-68.4,-38.748,93.59,regresando a base
32.6,U02,-94.785,-79.377,93.96,regresando a base
32.6,U03,137.312,136.334,97.86,patrullando
32.7,U01,-62.586,-35.455,93.51,regresando a base
32.7,U02,-92.44,-77.413,93.91,regresando a base
32.7,U03,138.719,137.824,97.8,patrullando
32.8,U01,-57.267,-32.441,93.44,regresando a base
32.8,U02,-90.095,-75.449,93.87,regresando a base
32.8,U03,140.092,139.278,97.75,patrullando
32.9,U01,-52.399,-29.684,93.37,regresando a base
32.9,U02,-87.75,-73.486,93.83,regresando a base
32.9,U03,141.465,140.733,97.69,patrullando
33.0,U01,-47.945,-27.16,93.29,regresando a base
33.0,U02,-85.405,-71.522,93.79,regresando a base
33.0,U03,142.838,142.187,97.64,patrullando
33.1,U01,-43.87,-24.852,93.22,regresando a base
33.1,U02,-83.06,-69.558,93.75,regresando a base
33.1,U03,144.211,143.641,97.58,patrullando
33.2,U01,-40.141,-22.739,93.14,regresando a base
33.2,U02,-80.715,-67.594,93.71,regresando a base
33.2,U03,145.584,145.095,97.53,patrullando
33.3,U01,-36.729,-20.807,93.07,regresando a base
33.3,U02,-78.37,-65.63,93.67,regresando a base
33.3,U03,146.957,146.549,97.48,patrullando
33.4,U01,-33.607,-19.038,92.99,regresando a base
33.4,U02,-76.025,-63.667,93.63,regresando a base
33.4,U03,148.331,148.004,97.42,patrullando
33.5,U01,-30.75,-17.42,92.92,regresando a base
33.5,U02,-73.68,-61.703,93.59,regresando a base
33.5,U03,143.565,150.239,97.36,patrullando
33.6,U01,-28.136,-15.939,92.84,regresando a base
33.6,U02,-71.335,-59.739,93.54,regresando a base
33.6,U03,138.8,152.475,97.3,patrullando
33.7,U01,-25.745,-14.584,92.77,regresando a base
33.7,U02,-68.99,-57.775,93.5,regresando a base
33.7,U03,134.035,154.711,97.23,patrullando
33.8,U01,-23.557,-13.345,92.69,regresando a base
33.8,U02,-66.645,-55.811,93.46,regresando a base
33.8,U03,129.269,156.947,97.17,patrullando
33.9,U01,-21.554,-12.21,92.62,regresando a base
33.9,U02,-64.3,-53.848,93.42,regresando a base
33.9,U03,124.504,159.183,97.11,patrullando
34.0,U01,-19.722,-11.172,92.54,regresando a base
34.0,U02,-61.955,-51.884,93.38,regresando a base
34.0,U03,119.738,161.419,97.04,patrullando
34.1,U01,-17.982,-10.187,92.47,regresando a base
34.1,U02,-59.61,-49.92,93.34,regresando a base
34.1,U03,114.973,163.655,96.98,patrullando
34.2,U01,-16.242,-9.201,92.39,regresando a base
34.2,U02,-57.265,-47.956,93.3,regresando a base
34.2,U03,110.208,165.891,96.92,patrullando
34.3,U01,-14.502,-8.215,92.32,regresando a base
34.3,U02,-54.92,-45.992,93.26,regresando a base
34.3,U03,105.442,168.127,96.86,patrullando
34.4,U01,-12.761,-7.229,92.24,regresando a base
34.4,U02,-52.575,-44.029,93.22,regresando a base
34.4,U03,100.677,170.362,96.79,patrullando
34.5,U01,-11.021,-6.243,92.17,regresando a base
34.5,U02,-50.23,-42.065,93.17,regresando a base
34.5,U03,95.912,172.598,96.73,patrullando
34.6,U01,-9.281,-5.258,92.09,regresando a base
34.6,U02,-47.885,-40.101,93.13,regresando a base
34.6,U03,91.146,174.834,96.67,patrullando
34.7,U01,-7.541,-4.272,92.02,recargando
34.7,U02,-45.54,-38.137,93.09,regresando a base
34.7,U03,86.381,177.07,96.6,patrullando
34.8,U01,-7.541,-4.272,92.62,recargando
34.8,U02,-43.195,-36.173,93.05,regresando a base
34.8,U03,81.616,179.306,96.54,patrullando
34.9,U01,-7.541,-4.272,93.22,recargando
34.9,U02,-40.85,-34.21,93.01,regresando a base
34.9,U03,76.85,181.542,96.48,patrullando
35.0,U01,-7.541,-4.272,93.82,recargando
35.0,U02,-38.505,-32.246,92.97,regresando a base
35.0,U03,72.085,183.778,96.41,patrullando
35.1,U01,-7.541,-4.272,94.42,recargando
35.1,U02,-36.16,-30.282,92.93,regresando a base
35.1,U03,67.32,186.014,96.35,patrullando
35.2,U01,-7.435,-4.175,95.02,recargando
35.2,U02,-33.92,-28.415,92.89,regresando a base
35.2,U03,62.554,188.25,96.29,patrullando
35.3,U01,-7.208,-3.966,95.62,recargando
35.3,U02,-31.803,-26.66,92.85,regresando a base
35.3,U03,57.789,190.486,96.23,patrullando
35.4,U01,-6.875,-3.655,96.22,recargando
35.4,U02,-29.792,-25.006,92.8,regresando a base
35.4,U03,53.024,192.721,96.16,patrullando
35.5,U01,-6.45,-3.255,96.82,recargando
35.5,U02,-27.874,-23.44,92.76,regresando a base
35.5,U03,48.517,194.836,96.1,patrullando
35.6,U01,-5.946,-2.773,97.42,recargando
35.6,U02,-26.038,-21.952,92.72,regresando a base
35.6,U03,44.393,196.771,96.04,patrullando
35.7,U01,-5.381,-2.226,98.02,recargando
35.7,U02,-24.39,-20.634,92.68,regresando a base
35.7,U03,40.619,198.541,95.97,patrullando
35.8,U01,-4.771,-1.627,98.62,recargando
35.8,U02,-22.926,-19.479,92.64,regresando a base
35.8,U03,37.167,200.161,95.91,patrullando
35.9,U01,-4.131,-0.987,99.22,recargando
35.9,U02,-21.618,-18.464,92.6,regresando a base
35.9,U03,34.008,201.644,95.85,patrullando
36.0,U01,-3.471,-0.316,99.82,recargando
36.0,U02,-20.44,-17.565,92.56,regresando a base
36.0,U03,31.117,203.0,95.79,patrullando
36.1,U01,-2.8,0.378,99.98,patrullando
36.1,U02,-19.373,-16.766,92.52,regresando a base
36.1,U03,28.472,204.241,95.72,patrullando
36.2,U01,-6.746,-3.606,99.91,patrullando
36.2,U02,-18.683,-16.363,92.48,regresando a base
36.2,U03,26.052,205.377,95.66,patrullando
36.3,U01,-10.492,-7.262,99.85,patrullando
36.3,U02,-18.251,-16.322,92.44,regresando a base
36.3,U03,23.837,206.416,95.6,patrullando
36.4,U01,-14.463,-10.385,99.78,patrullando
36.4,U02,-17.627,-16.821,92.4,regresando a base
36.4,U03,21.811,207.366,95.53,patrullando
36.5,U01,-21.433,-15.423,99.72,patrullando
36.5,U02,-14.042,-15.379,92.36,regresando a base
36.5,U03,19.957,208.236,95.47,patrullando
36.6,U01,-27.513,-21.086,99.65,patrullando
36.6,U02,-11.457,-13.302,92.31,regresando a base
36.6,U03,18.147,209.086,95.41,patrullando
36.7,U01,-32.925,-26.538,99.59,patrullando
36.7,U02,-9.569,-11.41,92.27,regresando a base
36.7,U03,16.336,209.935,95.35,patrullando
36.8,U01,-37.817,-31.668,99.52,patrullando
36.8,U02,-8.218,-9.828,92.23,regresando a base
36.8,U03,14.525,210.785,95.28,patrullando
36.9,U01,-42.642,-36.748,99.46,patrullando
36.9,U02,-6.935,-8.294,92.19,regresando a base
